48.77166,1,0,0,0,0,0
40.57946,0,0,1,0,0,0
32.12672,0.7121757,0,0.2878242,0,0,0
108.3292,0,0,1,0,0,0
170.6498,0.1248938,0.2287455,0.5702002,0.0761604,0,0
105.4909,1,0,0,0,0,0
31.56054,0.6269256,0,0,0.3730744,0,0
38.25806,0,0,0,1,0,0
179.4426,0.3286146,0,0.6135276,0.0578578,0,0
170.4942,0,0.42079,0,0.57921,0,0
251.2102,0,0.7655249,0,0.2344751,0,0
90.72067,0.6183246,0,0.3816754,0,0,0
101.4192,0.1720636,0,0.8279365,0,0,0
102.4635,0.4019363,0.0738642,0.4357151,0.0884844,0,0
166.9375,0.2178444,0.2571535,0.2232786,0.3017235,0,0
69.96438,0.6022851,0,0.3977149,0,0,0
98.13187,0.5606875,0,0.4393125,0,0,0
168.9825,1,0,0,0,0,0
115.9312,0.1448958,0.3632661,0.1395042,0.3523339,0,0
45.0233,0,0,1,0,0,0
79.05389,1,0,0,0,0,0
234.6796,0,0.2845977,0.5146353,0.200767,0,0
70.07557,0,0,0.6801549,0.3198452,0,0
29.62527,0.5900214,0,0,0.4099786,0,0
212.6926,0.0176582,0.088967,0,0.4651726,0,0.4282022
158.8753,0.400052,0,0.405531,0.194417,0,0
142.9779,0.2100252,0,0,0.1760119,0.3077489,0.3062141
72.09776,0.832733,0,0,0.167267,0,0
